assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_009856825.1	PRJNA224116	SAMN13688776	WVTD00000000.1	reference genome	2692619	2692619	Novosphingobium silvae	strain=FGD1	na	latest	Contig	Major	Full	2020-01-11	ASM985682v1	Guangdong Institute of Microbiology	GCA_009856825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/856/825/GCF_009856825.1_ASM985682v1	na	assembly from type material	na        	haploid	bacteria	4579145	4579145	65.0	0	65	65	NCBI RefSeq	GCF_009856825.1-RS_2024_03_16	2024-03-16	4448	4335	58	na
GCF_009846885.1	PRJNA224116	SAMN13697518	WUWM00000000.1	reference genome	2692622	2692622	Paenibacillus puerhi	strain=SJY2	na	latest	Scaffold	Major	Full	2020-01-10	ASM984688v1	Beijing University of Chemical Technology	GCA_009846885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/846/885/GCF_009846885.1_ASM984688v1	na	assembly from type material	na        	haploid	bacteria	6710097	6710077	53.0	0	99	99	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-30	5875	5649	120	na
GCF_009846865.1	PRJNA224116	SAMN13697519	WUWN00000000.1	reference genome	2692623	2692623	Puerhibacterium puerhi	strain=TLY-12	na	latest	Scaffold	Major	Full	2020-01-10	ASM984686v1	Beijing University of Chemical Technology	GCA_009846865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/846/865/GCF_009846865.1_ASM984686v1	na	assembly from type material	na        	haploid	bacteria	3907146	3907096	75.0	0	94	94	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-30	3695	3573	61	na
GCF_009831105.1	PRJNA224116	SAMN13697700	WUUQ00000000.1	reference genome	2692629	2692629	Copranaerobaculum intestinale	strain=DONG20-135	na	latest	Contig	Major	Full	2020-01-06	ASM983110v1	Beijing institute of microbiology and epidemiology	GCA_009831105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/831/105/GCF_009831105.1_ASM983110v1	na	assembly from type material	na        	haploid	bacteria	2299421	2299421	42.0	0	12	12	NCBI RefSeq	GCF_009831105.1-RS_2024_05_26	2024-05-26	2297	2229	53	na
GCF_014698735.1	PRJNA224116	SAMN13702655	JACJTQ000000000.1	reference genome	2692877	1296320	Anabaena catenula FACHB-362	strain=FACHB-362	na	latest	Contig	Major	Full	2020-09-22	ASM1469873v1	South China Normal University	GCA_014698735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/735/GCF_014698735.1_ASM1469873v1	na	na	na        	haploid	bacteria	6234385	6234385	39.5	0	109	109	NCBI RefSeq	GCF_014698735.1-RS_2024_04_06	2024-04-06	5406	5223	53	32943748
GCF_014698305.1	PRJNA224116	SAMN13702678	JACJST000000000.1	reference genome	2692881	212350	Anabaena lutea FACHB-196	strain=FACHB-196	na	latest	Contig	Major	Full	2020-09-22	ASM1469830v1	South China Normal University	GCA_014698305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/305/GCF_014698305.1_ASM1469830v1	na	na	na        	haploid	bacteria	6059416	6059416	39.5	0	63	63	NCBI RefSeq	GCF_014698305.1-RS_2024_04_06	2024-04-06	5418	5242	53	32943748
GCF_014696825.1	PRJNA224116	SAMN13702730	JACJQU000000000.1	reference genome	2692883	212446	Anabaena sphaerica FACHB-251	strain=FACHB-251	na	latest	Contig	Major	Full	2020-09-22	ASM1469682v1	South China Normal University	GCA_014696825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/696/825/GCF_014696825.1_ASM1469682v1	na	na	na        	haploid	bacteria	6198606	6198606	39.0	0	46	46	NCBI RefSeq	GCF_014696825.1-RS_2024_04_05	2024-04-05	5421	5254	51	32943748
GCF_014697105.1	PRJNA224116	SAMN13702718	JACJRF000000000.1	reference genome	2692884	425380	Anabaena subtropica FACHB-260	strain=FACHB-260	na	latest	Contig	Major	Full	2020-09-22	ASM1469710v1	South China Normal University	GCA_014697105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/697/105/GCF_014697105.1_ASM1469710v1	na	na	na        	haploid	bacteria	5809825	5809825	41.0	0	105	105	NCBI RefSeq	GCF_014697105.1-RS_2024_10_11	2024-10-11	4942	4797	50	32943748
GCF_014698755.1	PRJNA224116	SAMN13702657	JACJTO000000000.1	reference genome	2692891	1176	Aphanizomenon flos-aquae FACHB-1287	strain=FACHB-1287	na	latest	Contig	Major	Full	2020-09-22	ASM1469875v1	South China Normal University	GCA_014698755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/755/GCF_014698755.1_ASM1469875v1	na	na	na        	haploid	bacteria	4347270	4347270	37.0	0	85	85	NCBI RefSeq	GCF_014698755.1-RS_2024_10_11	2024-10-11	4028	3859	53	32943748
GCF_014696435.1	PRJNA224116	SAMN13702744	JACJQG000000000.1	reference genome	2692894	212351	Calothrix anomala FACHB-343	strain=FACHB-343	na	latest	Contig	Major	Full	2020-09-22	ASM1469643v1	South China Normal University	GCA_014696435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/696/435/GCF_014696435.1_ASM1469643v1	na	na	na        	haploid	bacteria	9242718	9242718	40.5	0	145	145	NCBI RefSeq	GCF_014696435.1-RS_2024_10_11	2024-10-11	7420	7225	84	32943748
GCF_014696555.1	PRJNA224116	SAMN13702743	JACJQH000000000.1	reference genome	2692896	32054	Calothrix parietina FACHB-288	strain=FACHB-288	na	latest	Contig	Major	Full	2020-09-22	ASM1469655v1	South China Normal University	GCA_014696555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/696/555/GCF_014696555.1_ASM1469655v1	na	na	na        	haploid	bacteria	9242072	9242072	40.5	0	138	138	NCBI RefSeq	GCF_014696555.1-RS_2024_10_11	2024-10-11	7414	7219	83	32943748
GCF_014698375.1	PRJNA224116	SAMN13702675	JACJSW000000000.1	reference genome	2692899	109615	Microcystis flos-aquae FACHB-1344	strain=FACHB-1344	na	latest	Contig	Major	Full	2020-09-22	ASM1469837v1	South China Normal University	GCA_014698375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/375/GCF_014698375.1_ASM1469837v1	na	na	na        	haploid	bacteria	5257036	5257036	42.5	0	243	243	NCBI RefSeq	GCF_014698375.1-RS_2024_04_10	2024-04-10	5208	4791	48	32943748
GCF_014698335.1	PRJNA224116	SAMN13702676	JACJSV000000000.1	reference genome	2692900	44822	Microcystis viridis FACHB-1342	strain=FACHB-1342	na	latest	Contig	Major	Full	2020-09-22	ASM1469833v1	South China Normal University	GCA_014698335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/335/GCF_014698335.1_ASM1469833v1	na	na	na        	haploid	bacteria	4697269	4697269	42.5	0	138	138	NCBI RefSeq	GCF_014698335.1-RS_2024_04_06	2024-04-06	4640	4333	47	32943748
GCF_014698835.1	PRJNA224116	SAMN13702651	JACJTU000000000.1	reference genome	2692908	212362	Nostoc paludosum FACHB-159	strain=FACHB-159	na	latest	Contig	Major	Full	2020-09-22	ASM1469883v1	South China Normal University	GCA_014698835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/835/GCF_014698835.1_ASM1469883v1	na	na	na        	haploid	bacteria	9270090	9270090	41.0	0	159	159	NCBI RefSeq	GCF_014698835.1-RS_2024_10_11	2024-10-11	8060	7803	82	32943748
GCF_014696625.1	PRJNA224116	SAMN13702739	JACJQL000000000.1	reference genome	2692909	1521621	Nostoc parmelioides FACHB-3921	strain=FACHB-3921	na	latest	Contig	Major	Full	2020-09-22	ASM1469662v1	South China Normal University	GCA_014696625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/696/625/GCF_014696625.1_ASM1469662v1	na	na	na        	haploid	bacteria	7774718	7774718	41.5	0	164	164	NCBI RefSeq	GCF_014696625.1-RS_2024_04_05	2024-04-05	6639	6431	74	32943748
GCF_014698505.1	PRJNA224116	SAMN13702668	JACJTD000000000.1	reference genome	2692915	2692914	Nostoc foliaceum FACHB-393	strain=FACHB-393	na	latest	Contig	Major	Full	2020-09-22	ASM1469850v1	South China Normal University	GCA_014698505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/698/505/GCF_014698505.1_ASM1469850v1	na	na	na        	haploid	bacteria	8870024	8870024	41.5	0	177	177	NCBI RefSeq	GCF_014698505.1-RS_2024_10_11	2024-10-11	7865	7523	88	32943748
GCF_009833495.1	PRJNA224116	SAMN13702597	WUWG00000000.1	reference genome	2692916	2692916	Oceanomicrobium pacificus	strain=KN286	na	latest	Contig	Major	Full	2020-01-07	ASM983349v1	Institute of Oceanology Chinese Academy of Sciences	GCA_009833495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/833/495/GCF_009833495.1_ASM983349v1	na	assembly from type material	na        	haploid	bacteria	3255458	3255458	65.0	0	10	10	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-30	3161	3095	55	na
GCF_009931655.1	PRJNA224116	SAMN13706907	na	reference genome	2694929	2694929	Pontibacter russatus	strain=BT326	na	latest	Complete Genome	Major	Full	2020-01-27	ASM993165v1	Seoul Women's University	GCA_009931655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/931/655/GCF_009931655.1_ASM993165v1	na	assembly from type material	na        	haploid	bacteria	4965849	4965849	54.5	1	1	1	NCBI RefSeq	GCF_009931655.1-RS_2024_10_23	2024-10-23	4151	4051	55	na
GCF_010092985.1	PRJNA224116	SAMN13706917	na	reference genome	2694930	2694930	Pontibacter pudoricolor	strain=BT214	na	latest	Complete Genome	Major	Full	2020-02-03	ASM1009298v1	Seoul Women's University	GCA_010092985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/092/985/GCF_010092985.1_ASM1009298v1	na	assembly from type material	na        	haploid	bacteria	4344619	4344619	45.5	1	1	1	NCBI RefSeq	GCF_010092985.1-RS_2024_10_23	2024-10-23	3781	3687	60	na
GCF_011750795.2	PRJNA224116	SAMN13707190	WVUN00000000.1	reference genome	2694931	2694931	Arthrobacter sedimenti	strain=MIC A30	na	latest	Contig	Major	Full	2020-03-25	ASM1175079v2	Jilin Agricultural University	GCA_011750795.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/750/795/GCF_011750795.2_ASM1175079v2	na	assembly from type material	na        	haploid	bacteria	4420777	4420777	67.0	0	44	44	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-18	4110	3944	66	na
GCF_009928685.1	PRJNA224116	SAMN13715586	WWEO00000000.1	reference genome	2695265	2695265	Mucilaginibacter agri	strain=R11	na	latest	Contig	Major	Full	2020-01-24	ASM992868v1	chungang university	GCA_009928685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/928/685/GCF_009928685.1_ASM992868v1	na	assembly from type material	na        	haploid	bacteria	5607981	5607981	42.5	0	45	45	NCBI RefSeq	GCF_009928685.1-RS_2024_10_23	2024-10-23	4936	4859	66	na
GCF_009857845.1	PRJNA224116	SAMN13716136	WWEQ00000000.1	reference genome	2695267	2695267	Brevibacterium rongguiense	strain=5221	na	latest	Contig	Major	Full	2020-01-12	ASM985784v1	Guangdong Institute of Microbiology	GCA_009857845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/857/845/GCF_009857845.1_ASM985784v1	na	assembly from type material	na        	haploid	bacteria	3117581	3117581	72.5	0	179	179	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-30	2838	2675	58	na
GCF_009834915.1	PRJNA224116	SAMN13182983	WVHS00000000.1	reference genome	2695274	2695274	Hufsiella ginkgonis	strain=HMF7056	na	latest	Contig	Major	Full	2020-01-08	ASM983491v1	Hankuk University of Foreign Studies	GCA_009834915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/915/GCF_009834915.1_ASM983491v1	na	assembly from type material	na        	haploid	bacteria	5208024	5208024	50.5	0	25	25	NCBI RefSeq	GCF_009834915.1-RS_2024_08_08	2024-08-08	4464	4391	50	na
GCF_009834875.1	PRJNA224116	SAMN13183220	WVHT00000000.1	reference genome	2695275	2695275	Hufsiella arboris	strain=HMF7647	na	latest	Contig	Major	Full	2020-01-08	ASM983487v1	Hankuk University of Foreign Studies	GCA_009834875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/875/GCF_009834875.1_ASM983487v1	na	assembly from type material	na        	haploid	bacteria	4801297	4801297	42.5	0	56	56	NCBI RefSeq	GCF_009834875.1-RS_2024_08_08	2024-08-08	4160	4102	49	na
GCF_009932555.1	PRJNA224116	SAMD00196858	BLJO00000000.1	reference genome	2695856	2695856	Steroidobacter agaridevorans	strain=SA29-B	na	latest	Scaffold	Major	Full	2020-01-09	ASM993255v1	WFCC-MIRCEN World Data Centre for Microoganisms(WDCM)	GCA_009932555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/932/555/GCF_009932555.1_ASM993255v1	na	assembly from type material	na        	haploid	bacteria	8010349	8008770	62.5	0	29	29	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-17	6900	6812	55	na
GCF_009371985.2	PRJNA224116	SAMN12144570	VIKU00000000.2	reference genome	2696054	2696054	Pelagihabitans pacificus	strain=TP-CH-4	na	latest	Scaffold	Major	Full	2020-03-16	ASM937198v2	Institute of Oceanology Chinese Academy of Sciences	GCA_009371985.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/371/985/GCF_009371985.2_ASM937198v2	na	assembly from type material	na        	haploid	bacteria	4560827	4560817	44.5	0	22	22	NCBI RefSeq	GCF_009371985.2-RS_2024_10_23	2024-10-23	4009	3953	43	na
GCF_010500865.1	PRJNA224116	SAMN13738175	JAAAWN000000000.1	reference genome	2696062	2696062	Alteromonas profundi	strain=345S023	na	latest	Scaffold	Major	Full	2020-02-12	ASM1050086v1	Zhejiang Wanli University	GCA_010500865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/500/865/GCF_010500865.1_ASM1050086v1	na	assembly from type material	na        	haploid	bacteria	4391362	4390997	44.5	0	99	99	NCBI RefSeq	GCF_010500865.1-RS_2024_05_05	2024-05-05	3886	3763	77	na
GCF_009931695.1	PRJNA224116	SAMN13738321	na	reference genome	2696063	2696063	Anaerocolumna sedimenticola	strain=CBA3638	na	latest	Complete Genome	Major	Full	2020-01-27	ASM993169v1	World Institute of Kimchi	GCA_009931695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/931/695/GCF_009931695.1_ASM993169v1	na	assembly from type material	na        	haploid	bacteria	5500435	5500435	36.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-29	5028	4780	86	na
GCF_009901565.1	PRJNA224116	SAMN13702288	WXEW00000000.1	reference genome	2696284	2696284	Herbidospora solisilvae	strain=NEAU-GS84	na	latest	Scaffold	Major	Full	2020-01-17	ASM990156v1	School of life science	GCA_009901565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/901/565/GCF_009901565.1_ASM990156v1	na	assembly from type material	na        	haploid	bacteria	8374830	8374800	70.5	0	27	27	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-30	7728	7590	81	na
GCF_011799805.1	PRJNA224116	SAMN13705161	WXUB00000000.1	reference genome	2696285	2696285	Maribellus sediminis	strain=Y2-1-60	na	latest	Contig	Major	Full	2020-03-31	ASM1179980v1	Fujian Agriculture and Forestry University	GCA_011799805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/799/805/GCF_011799805.1_ASM1179980v1	na	assembly from type material	na        	haploid	bacteria	5595594	5595594	42.0	0	13	13	NCBI RefSeq	GCF_011799805.1-RS_2024_03_29	2024-03-29	4318	4260	51	na
GCF_010500845.1	PRJNA224116	SAMN13741322	JAAAMI000000000.1	reference genome	2696468	2696468	Flagellimonas sediminis	strain=40Bstr401	na	latest	Scaffold	Major	Full	2020-02-12	ASM1050084v1	Zhejiang Wanli University	GCA_010500845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/500/845/GCF_010500845.1_ASM1050084v1	na	assembly from type material	na        	haploid	bacteria	4224634	4224190	43.0	0	30	30	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-03	3844	3778	46	na
GCF_010500815.1	PRJNA224116	SAMN13741323	JAAAMG000000000.1	reference genome	2696469	2696469	Jiella pacifica	strain=40Bstr34	na	latest	Scaffold	Major	Full	2020-02-12	ASM1050081v1	Zhejiang Wanli University	GCA_010500815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/500/815/GCF_010500815.1_ASM1050081v1	na	assembly from type material	na        	haploid	bacteria	5774732	5774448	65.5	0	74	74	NCBI RefSeq	GCF_010500815.1-RS_2024_09_29	2024-09-29	5471	5279	53	na
GCF_009903685.1	PRJNA224116	SAMN13752078	JAAABI000000000.1	reference genome	2696472	2696472	Flagellimonas ochracea	strain=JGD-17	na	latest	Scaffold	Major	Full	2020-01-18	ASM990368v1	Korea University	GCA_009903685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/903/685/GCF_009903685.1_ASM990368v1	na	assembly from type material	na        	haploid	bacteria	3571907	3571887	41.0	0	52	52	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-03	3342	3274	48	na
GCF_019916085.1	PRJNA224116	SAMN13761857	na	reference genome	2696560	2696560	Aquirufa lenticrescens	strain=9H-EGSE	na	latest	Complete Genome	Major	Full	2021-09-09	ASM1991608v1	University of Innsbruck	GCA_019916085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/916/085/GCF_019916085.1_ASM1991608v1	na	assembly from type material	na        	haploid	bacteria	2505188	2505188	42.0	1	1	1	NCBI RefSeq	GCF_019916085.1-RS_2024_10_11	2024-10-11	2245	2196	48	na
GCF_029355765.1	PRJNA224116	SAMN32970148	JARJOW000000000.1	reference genome	2696561	2696561	Aquirufa aurantiipilula	strain=WAEICH-18A	na	latest	Scaffold	Major	Full	2023-03-22	ASM2935576v1	University of Innsbruck	GCA_029355765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/355/765/GCF_029355765.1_ASM2935576v1	na	na	na        	haploid	bacteria	3099142	3098663	38.0	0	40	40	NCBI RefSeq	GCF_029355765.1-RS_2024_03_29	2024-03-29	2655	2596	53	na
GCF_009906315.1	PRJNA224116	SAMN13758030	JAAALL000000000.1	reference genome	2696565	2696565	Kineococcus vitellinus	strain=T13	na	latest	Scaffold	Major	Full	2020-01-19	ASM990631v1	Institute for Integrative Systems Biology (University of Valencia-CSIC)	GCA_009906315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/315/GCF_009906315.1_ASM990631v1	na	assembly from type material	na        	haploid	bacteria	4855962	4855682	75.5	0	698	698	NCBI RefSeq	GCF_009906315.1-RS_2024_03_29	2024-03-29	4812	4641	59	na
GCF_009906395.1	PRJNA224116	SAMN13758151	JAAALM000000000.1	reference genome	2696566	2696566	Kineococcus indalonis	strain=T90	na	latest	Scaffold	Major	Full	2020-01-19	ASM990639v1	Institute for Integrative Systems Biology (University of Valencia-CSIC)	GCA_009906395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/395/GCF_009906395.1_ASM990639v1	na	assembly from type material	na        	haploid	bacteria	4497479	4497169	76.5	0	1063	1063	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-05	4508	4333	55	na
GCF_009906795.1	PRJNA224116	SAMN13758280	JAAALN000000000.1	reference genome	2696567	2696567	Kineococcus siccus	strain=R8	na	latest	Scaffold	Major	Full	2020-01-19	ASM990679v1	Institute for Integrative Systems Biology (University of Valencia-CSIC)	GCA_009906795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/795/GCF_009906795.1_ASM990679v1	na	assembly from type material	na        	haploid	bacteria	4580277	4580047	75.0	0	495	495	NCBI RefSeq	GCF_009906795.1-RS_2024_03_29	2024-03-29	4440	4324	53	na
GCF_013403925.1	PRJNA224116	SAMN14839534	JABFDJ000000000.1	reference genome	2697007	2697007	Winogradskyella wichelsiae	strain=Z738	na	latest	Contig	Major	Full	2020-07-13	ASM1340392v1	Mediterranean Institute For Advanced Studies	GCA_013403925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/403/925/GCF_013403925.1_ASM1340392v1	na	assembly from type material	na        	haploid	bacteria	3902269	3902269	32.5	0	57	57	NCBI RefSeq	GCF_013403925.1-RS_2024_10_23	2024-10-23	3443	3377	46	na
GCF_013403865.1	PRJNA224116	SAMN14839535	JABFDK000000000.1	reference genome	2697008	2697008	Winogradskyella costae	strain=Z3138	na	latest	Contig	Major	Full	2020-07-13	ASM1340386v1	Mediterranean Institute For Advanced Studies	GCA_013403865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/403/865/GCF_013403865.1_ASM1340386v1	na	assembly from type material	na        	haploid	bacteria	4127777	4127777	33.5	0	51	51	NCBI RefSeq	GCF_013403865.1-RS_2024_10_23	2024-10-23	3536	3476	47	na
GCF_013394675.1	PRJNA224116	SAMN14839904	na	reference genome	2697010	2697010	Winogradskyella helgolandensis	strain=Z354	na	latest	Complete Genome	Major	Full	2020-07-08	ASM1339467v1	Mediterranean Institute For Advanced Studies	GCA_013394675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/675/GCF_013394675.1_ASM1339467v1	na	na	na        	haploid	bacteria	4533039	4533039	33.0	1	1	1	NCBI RefSeq	GCF_013394675.1-RS_2024_10_23	2024-10-23	3882	3813	57	na
GCF_014237865.1	PRJNA224116	SAMN13759515	JACJUU000000000.1	reference genome	2697024	2697024	Pusillimonas minor	strain=YC-7-48	na	latest	Contig	Major	Full	2020-08-18	ASM1423786v1	Yancheng Teachers University	GCA_014237865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/237/865/GCF_014237865.1_ASM1423786v1	na	assembly from type material	na        	haploid	bacteria	3202438	3202438	57.5	0	47	47	NCBI RefSeq	GCF_014237865.1-RS_2024_05_21	2024-05-21	3042	2932	56	na
GCF_004346745.1	PRJNA224116	SAMN11025819	SJOI00000000.1	reference genome	2697027	2697027	Sodalis ligni	strain=159R	na	latest	Contig	Major	Full	2019-03-11	ASM434674v1	DOE Joint Genome Institute	GCA_004346745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/745/GCF_004346745.1_ASM434674v1	na	assembly from type material	na        	haploid	bacteria	6384591	6384591	55.0	0	1	1	NCBI RefSeq	GCF_004346745.1-RS_2024_04_19	2024-04-19	5748	5504	108	na
GCF_013433315.1	PRJNA224116	SAMN13762321	WXVV00000000.1	reference genome	2697028	2697028	Pseudomonas crudilactis	strain=UCMA 17988	na	latest	Contig	Major	Full	2020-07-21	ASM1343331v1	Universite de Caen Normandie	GCA_013433315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/433/315/GCF_013433315.1_ASM1343331v1	na	assembly from type material	na        	haploid	bacteria	6643144	6643144	59.0	0	82	82	NCBI RefSeq	GCF_013433315.1-RS_2024_05_05	2024-05-05	6030	5861	74	na
