assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	domain	kingdom	phylum	class	order	family	genus	suborder	subclass	clade	no rank	species group	species subgroup	species	subfamily	tribe	subspecies	serotype	forma specialis	pathogroup	strain	subgenus
GCF_014529625.1	PRJNA224116	SAMN12856402	na	reference genome	2684113	2684113	Candidatus Pelagisphaera phototrophica	na	ISCC 53	latest	Complete Genome	Major	Full	2021-08-05	ASM1452962v2	University of Haifa	GCA_014529625.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/529/625/GCF_014529625.1_ASM1452962v2	na	na	na        	haploid	bacteria	4086264	4086264	49.5	1	1	1	NCBI RefSeq	GCF_014529625.1-RS_2024_05_06	2024-05-06	3589	3498	50	32840024	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales		Candidatus Pelagisphaera			PVC group	Puniceicoccales incertae sedis											
GCF_009906855.1	PRJNA224116	SAMN13783577	na	reference genome	2697032	2697032	Xylophilus rhododendri	strain=KACC 21265	na	latest	Complete Genome	Major	Full	2020-01-20	ASM990685v1	National Institute of Agricultural Sciences	GCA_009906855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/855/GCF_009906855.1_ASM990685v1	na	assembly from type material	na        	haploid	bacteria	5873400	5873400	68.5	2	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-22	5486	5316	65	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Xylophilus				Burkholderiales genera incertae sedis											
GCF_013664685.1	PRJNA224116	SAMN13885186	JAAKDE000000000.1	reference genome	2699427	2699427	Capillibacterium thermochitinicola	strain=UUS1-1	na	latest	Contig	Major	Full	2020-07-24	ASM1366468v1	University of Tsukuba	GCA_013664685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/664/685/GCF_013664685.1_ASM1366468v1	na	assembly from type material	na        	haploid	bacteria	2482547	2482547	52.0	0	86	86	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-09	2358	2253	57	na	Bacteria	Bacillati	Bacillota				Capillibacterium				Bacillota sensu stricto incertae sedis											
GCF_013432195.1	PRJNA224116	SAMN15473270	JACCDB000000000.1	reference genome	2707016	2707016	Tepidicella baoligensis	strain=B18-50	na	latest	Scaffold	Major	Full	2020-07-21	ASM1343219v1	Institute of Microbiology, CAS	GCA_013432195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/432/195/GCF_013432195.1_ASM1343219v1	na	assembly from type material	na        	haploid	bacteria	2874557	2874470	64.5	0	47	47	NCBI RefSeq	GCF_013432195.1-RS_2024_05_05	2024-05-05	2775	2665	57	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidicella				Burkholderiales genera incertae sedis											
GCF_011174775.1	PRJNA224116	SAMN14291278	JAANHS000000000.1	reference genome	2715277	2715277	Rhodobacter calidifons	strain=M37P	na	latest	Contig	Major	Full	2020-03-12	ASM1117477v1	Bellevue University	GCA_011174775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/174/775/GCF_011174775.1_ASM1117477v1	na	assembly from type material	na        	haploid	bacteria	3626721	3626721	67.5	0	59	59	NCBI RefSeq	GCF_011174775.1-RS_2024_07_25	2024-07-25	3664	3530	52	35744687	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Rhodobacter				Rhodobacter group											
GCF_021057185.1	PRJNA224116	SAMN14833664	na	reference genome	2735562	2735562	Candidatus Absconditicoccus praedator	strain=M39-6	na	latest	Complete Genome	Major	Full	2021-12-06	ASM2105718v1	Research Center of Biotechnology RAS	GCA_021057185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/057/185/GCF_021057185.1_ASM2105718v1	na	na	na        	haploid	bacteria	1129696	1129696	28.0	1	1	1	NCBI RefSeq	GCF_021057185.1-RS_2024_03_28	2024-03-28	1076	1029	42	34750952	Bacteria		Candidatus Absconditibacteriota		Candidatus Absconditabacterales	Candidatus Absconditicoccaceae	Candidatus Absconditicoccus			Bacteria candidate phyla	Bacteria incertae sedis											
GCF_013342985.1	PRJNA224116	SAMN14943776	na	reference genome	2738852	2738852	Candidatus Ruthia endofausta	na	JDF_Ridge	latest	Complete Genome	Major	Full	2020-06-15	ASM1334298v1	University of California Santa Cruz	GCA_013342985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/342/985/GCF_013342985.1_ASM1334298v1	na	na	na        	haploid	bacteria	1188809	1188809	36.5	1	1	1	NCBI RefSeq	GCF_013342985.1-RS_2024_04_08	2024-04-08	1360	1275	43	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Pseudothioglobaceae	Candidatus Ruthturnera				Gammaproteobacteria incertae sedis											
GCF_013343005.1	PRJNA224116	SAMN14943775	na	reference genome	2738883	2738883	Candidatus Reidiella endopervernicosa	na	Santa_Monica_outfall	latest	Complete Genome	Major	Full	2020-06-15	ASM1334300v1	University of California Santa Cruz	GCA_013343005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/343/005/GCF_013343005.1_ASM1334300v1	na	na	na        	haploid	bacteria	3446950	3446950	54.0	1	1	1	NCBI RefSeq	GCF_013343005.1-RS_2024_03_31	2024-03-31	3765	3566	49	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Candidatus Reidiella				Gammaproteobacteria incertae sedis											
GCF_964212635.1	PRJNA224116	SAMEA115676686	na	reference genome	2738886	2738886	Candidatus Thiodubiliella endoseptemdiera	na	f5363e9f-d249-45d8-8790-cd4b42162838	latest	Complete Genome	Major	Full	2024-08-06	xbBatSept2.Thiodubiliella_endoseptemdiera_1.1	WELLCOME SANGER INSTITUTE, Tree of Life, Wellcome Genome Campus, Hinxton CB10 1SA, United Kingdom	GCA_964212635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/212/635/GCF_964212635.1_xbBatSept2.Thiodubiliella_endoseptemdiera_1.1	na	na	na        	haploid	bacteria	2003671	2003671	38.0	1	1	1	NCBI RefSeq	GCF_964212635.1-RS_2024_08_05	2024-08-05	2070	1997	43	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Pseudothioglobaceae	Candidatus Thiodubiliella				Gammaproteobacteria incertae sedis											
GCF_021295315.1	PRJNA224116	SAMN20892913	JAIMJA000000000.1	reference genome	2742685	2742685	Motilimonas cestriensis	strain=MKS20	na	latest	Scaffold	Major	Full	2021-12-27	ASM2129531v1	Hohai University	GCA_021295315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/295/315/GCF_021295315.1_ASM2129531v1	na	assembly from type material	na        	haploid	bacteria	4771568	4770876	44.0	0	89	89	NCBI RefSeq	GCF_021295315.1-RS_2024_05_13	2024-05-13	4422	4251	109	34921716	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales		Motilimonas				Alteromonadales genera incertae sedis											
GCF_018617875.1	PRJNA224116	SAMN15493207	JACSKZ000000000.1	reference genome	2751250	2751250	Exiguobacterium algae	strain=S126	na	latest	Scaffold	Major	Full	2021-06-01	ASM1861787v1	Institute of Oceanology, Chinese Academy of Sciences	GCA_018617875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/617/875/GCF_018617875.1_ASM1861787v1	na	assembly from type material	na        	haploid	bacteria	2604965	2604865	48.5	0	16	16	NCBI RefSeq	GCF_018617875.1-RS_2024_03_29	2024-03-29	2694	2601	81	na	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium				Bacillales Family XII. Incertae Sedis											
GCF_018617855.1	PRJNA224116	SAMN15493208	JACSKY000000000.1	reference genome	2751251	2751251	Exiguobacterium qingdaonense	strain=S82	na	latest	Scaffold	Major	Full	2021-06-01	ASM1861785v1	Institute of Oceanology, Chinese Academy of Sciences	GCA_018617855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/617/855/GCF_018617855.1_ASM1861785v1	na	assembly from type material	na        	haploid	bacteria	2738116	2738016	48.5	0	52	52	NCBI RefSeq	GCF_018617855.1-RS_2024_03_29	2024-03-29	2840	2748	74	na	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Exiguobacterium				Bacillales Family XII. Incertae Sedis											
GCF_013282035.1	PRJNA224116	SAMD00192900	BLSC00000000.1	reference genome	2754717	2754717	Candidatus Hakubella thermalkaliphila	strain=S44	na	latest	Scaffold	Major	Full	2020-06-01	ASM1328203v1	Earth-Life Science Institute	GCA_013282035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/282/035/GCF_013282035.1_ASM1328203v1	na	na	na        	haploid	bacteria	1676650	1676460	49.0	0	483	483	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-03	1944	1854	32	32655506	Bacteria	Bacillati	Actinomycetota		Candidatus Hakubellales	Candidatus Hakubellaceae	Candidatus Hakubella				Actinomycetota incertae sedis											
GCF_014126825.1	PRJNA224116	SAMN15683358	na	reference genome	2760083	2760083	Tomitella gaofuii	strain=HY172	na	latest	Complete Genome	Major	Full	2020-08-10	ASM1412682v1	Chinese Center for Disease Control and Prevention	GCA_014126825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/126/825/GCF_014126825.1_ASM1412682v1	na	assembly from type material	na        	haploid	bacteria	4353844	4353844	71.0	1	1	1	NCBI RefSeq	GCF_014126825.1-RS_2024_03_28	2024-03-28	4068	3888	65	na	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales		Tomitella				Corynebacteriales incertae sedis											
GCF_014287875.1	PRJNA224116	SAMN15808687	JACOPN000000000.1	reference genome	2763047	2763047	Flintibacter faecis	strain=BX5	na	latest	Contig	Major	Full	2020-08-24	ASM1428787v1	WFCC-MRCEN World Data Centre for Microoganisms(WDCM)	GCA_014287875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/287/875/GCF_014287875.1_ASM1428787v1	na	assembly from type material	na        	haploid	bacteria	2849896	2849896	58.5	0	42	42	NCBI RefSeq	GCF_014287875.1-RS_2024_07_15	2024-07-15	2800	2670	73	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Flintibacter				Eubacteriales incertae sedis											
GCF_014287965.1	PRJNA224116	SAMN15808688	JACOPO000000000.1	reference genome	2763048	2763048	Flintibacter hominis	strain=New-19	na	latest	Contig	Major	Full	2020-08-24	ASM1428796v1	WFCC-MRCEN World Data Centre for Microoganisms(WDCM)	GCA_014287965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/287/965/GCF_014287965.1_ASM1428796v1	na	assembly from type material	na        	haploid	bacteria	2728146	2728146	56.0	0	34	34	NCBI RefSeq	GCF_014287965.1-RS_2024_07_15	2024-07-15	2779	2670	60	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Flintibacter				Eubacteriales incertae sedis											
GCF_014982805.1	PRJNA224116	SAMN16401885	JADCKC000000000.1	reference genome	2779354	2779354	Gemmiger gallinarum	strain=DSM 109015	na	latest	Contig	Major	Full	2020-10-25	ASM1498280v1	UniKlinik RWTH Aachen	GCA_014982805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/982/805/GCF_014982805.1_ASM1498280v1	na	assembly from type material	na        	haploid	bacteria	2955389	2955389	59.0	0	15	15	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-30	2751	2646	66	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Gemmiger				Eubacteriales incertae sedis											
GCF_018200315.1	PRJNA224116	SAMN16521157	JADFUB000000000.1	reference genome	2782547	2782547	Candidatus Shikimatogenerans silvanidophilus	strain=JKI-2014	na	latest	Contig	Major	Full	2021-04-29	ASM1820031v1	Johannes Gutenberg University Mainz	GCA_018200315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/200/315/GCF_018200315.1_ASM1820031v1	na	na	na        	haploid	bacteria	307680	307680	16.0	0	13	13	NCBI RefSeq	GCF_018200315.1-RS_2024_06_17	2024-06-17	333	294	33	33976379	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales		Candidatus Shikimatogenerans			Bacteroidota/Chlorobiota group	Flavobacteriales incertae sedis											
GCF_018420025.1	PRJNA224116	SAMN16772925	JAEDAM000000000.1	reference genome	2789015	2789015	Candidatus Vampirococcus lugosii	na	Chiprana	latest	Contig	Major	Full	2021-05-20	ASM1842002v1	universite paris-sud/paris-saclay	GCA_018420025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/420/025/GCF_018420025.1_ASM1842002v1	na	na	na        	haploid	bacteria	1255885	1255885	21.5	0	102	102	NCBI RefSeq	GCF_018420025.1-RS_2024_08_06	2024-08-06	1151	1075	43	33911080	Bacteria		Candidatus Absconditibacteriota				Vampirococcus			Bacteria candidate phyla	Bacteria incertae sedis											
GCF_016097415.1	PRJNA224116	SAMN16968445	JAEHGE000000000.1	reference genome	2794934	2794934	sulfur-oxidizing endosymbiont of Gigantopelta aegis	strain=Gae_SOB	na	latest	Scaffold	Major	Full	2020-12-16	ASM1609741v1	Hong Kong University of Science and Technology	GCA_016097415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/097/415/GCF_016097415.1_ASM1609741v1	na	na	na        	haploid	bacteria	4910116	4876637	40.0	0	11	11	NCBI RefSeq	GCF_016097415.1-RS_2024_05_05	2024-05-05	5287	4830	64	na	Bacteria										unclassified Bacteria											
GCF_016097405.1	PRJNA224116	SAMN16968446	JAEHGD000000000.1	reference genome	2794938	2794938	methane-oxidizing endosymbiont of Gigantopelta aegis	strain=Gae_MOB	na	latest	Scaffold	Major	Full	2020-12-16	ASM1609740v1	Hong Kong University of Science and Technology	GCA_016097405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/097/405/GCF_016097405.1_ASM1609740v1	na	na	na        	haploid	bacteria	2931369	2884010	45.5	0	10	10	NCBI RefSeq	GCF_016097405.1-RS_2024_04_30	2024-04-30	3027	2723	54	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria							unclassified Gammaproteobacteria											
GCF_017347585.1	PRJNA224116	SAMD00277512	na	reference genome	2806205	2806205	Caldicellulosiruptor diazotrophicus	strain=YA01	na	latest	Complete Genome	Major	Full	2021-02-13	ASM1734758v1	Tokyo Metropolitan University	GCA_017347585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/347/585/GCF_017347585.1_ASM1734758v1	na	assembly from type material	na        	haploid	bacteria	2597825	2597825	35.0	3	3	3	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-25	2456	2353	59	34542397	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor				Bacillota incertae sedis											
GCF_943169635.2	PRJNA224116	SAMEA8117584	na	reference genome	2811778	2811778	Fenollaria sporofastidiosus	strain=EMRHCC_24	na	latest	Complete Genome	Major	Full	2022-05-24	ASM94316963v2	norwich medical school, university of east anglia, uk	GCA_943169635.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/169/635/GCF_943169635.2_ASM94316963v2	na	assembly from type material	na        	haploid	bacteria	1630063	1630063	36.5	1	1	1	NCBI RefSeq	GCF_943169635.2-RS_2024_09_11	2024-09-11	1644	1538	64	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Fenollaria				Eubacteriales incertae sedis											
GCF_030158815.1	PRJNA224116	SAMD00283241	BPFZ00000000.1	reference genome	2815099	2815099	Candidatus Phycosocius spiralis	strain=BOTRYCO-1	na	latest	Scaffold	Major	Full	2023-03-15	ASM3015881v1	National Institute for Environmental Studies	GCA_030158815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/158/815/GCF_030158815.1_ASM3015881v1	na	na	na        	haploid	bacteria	2502038	2501880	51.0	0	48	48	NCBI RefSeq	GCF_030158815.1-RS_2024_03_31	2024-03-31	2362	2278	46	36906708	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales		Candidatus Phycosocius				Caulobacterales incertae sedis											
GCF_017569225.1	PRJNA224116	SAMN18310373	na	reference genome	2819238	2819238	Pengzhenrongella sicca	strain=LRZ-2	na	latest	Complete Genome	Major	Full	2021-03-23	ASM1756922v1	CCTCC	GCA_017569225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/569/225/GCF_017569225.1_ASM1756922v1	na	assembly from type material	na        	haploid	bacteria	4395128	4395128	72.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-22	4021	3930	57	na	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales		Pengzhenrongella				Micrococcales incertae sedis											
GCF_028435365.1	PRJNA224116	SAMN18825274	JAGTJJ000000000.1	reference genome	2829994	2829994	Polyangium jinanense	strain=SDU14	na	latest	Scaffold	Major	Full	2023-02-02	ASM2843536v1	Shandong University	GCA_028435365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/435/365/GCF_028435365.1_ASM2843536v1	na	assembly from type material	na        	haploid	bacteria	13810691	13810621	68.5	0	127	127	NCBI RefSeq	GCF_028435365.1-RS_2024_08_29	2024-08-29	10975	10820	92	na	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Polyangiaceae	Polyangium		Polyangia													
GCF_018866205.1	PRJNA224116	SAMN19375774	na	reference genome	2841264	2841264	Candidatus Minimicrobia vallesae	na	IHU2	latest	Complete Genome	Major	Full	2021-06-14	ASM1886620v1	IHU-Mediterranee Infection	GCA_018866205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/866/205/GCF_018866205.1_ASM1886620v1	na	na	na        	haploid	bacteria	706973	706973	43.5	1	1	1	NCBI RefSeq	GCF_018866205.1-RS_2024_09_29	2024-09-29	1029	923	45	na	Bacteria		Candidatus Saccharibacteria				Candidatus Minimicrobia			Bacteria candidate phyla	Candidatus Saccharibacteria incertae sedis											
GCF_025154035.1	PRJNA224116	SAMN30451249	JAOALJ000000000.1	reference genome	2851012	2851012	Sedimentimonas flavescens	strain=CAU 1646	na	latest	Scaffold	Major	Full	2022-09-12	ASM2515403v1	Chung-Ang University	GCA_025154035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/154/035/GCF_025154035.1_ASM2515403v1	na	na	na        	haploid	bacteria	3082363	3082263	64.5	0	17	17	NCBI RefSeq	GCF_025154035.1-RS_2024_09_24	2024-09-24	3048	2980	55	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Sedimentimonas				Rhodobacter group											
GCF_019711555.1	PRJNA224116	SAMN20702952	JAIGNQ000000000.1	reference genome	2867242	2867242	Qipengyuania aerophila	strain=GH25	na	latest	Contig	Major	Full	2021-08-22	ASM1971155v1	Guangdong Academy of Sciences	GCA_019711555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/711/555/GCF_019711555.1_ASM1971155v1	na	assembly from type material	na        	haploid	bacteria	3168876	3168876	60.5	0	7	7	NCBI RefSeq	GCF_019711555.1-RS_2024_05_11	2024-05-11	3065	2997	58	na																						
GCF_020149915.1	PRJNA224116	SAMN21419193	na	reference genome	2875962	2875962	Candidatus Sulfidibacterium hydrothermale	na	EPR1	latest	Complete Genome	Major	Full	2021-09-26	ASM2014991v1	Shanghai Jiao Tong University	GCA_020149915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/149/915/GCF_020149915.1_ASM2014991v1	na	na	na        	haploid	bacteria	3266086	3266086	42.0	1	1	1	NCBI RefSeq	GCF_020149915.1-RS_2024_10_23	2024-10-23	2685	2621	55	na	Bacteria	Pseudomonadati	Bacteroidota		Candidatus Sulfidibacteriales		Candidatus Sulfidibacterium			Bacteroidota/Chlorobiota group	Bacteroidota incertae sedis											
GCF_943192995.1	PRJNA224116	SAMEA14418546	CALPCP000000000.1	reference genome	2941327	2941327	Flintibacter muris	strain=DSM 110149	na	latest	Contig	Major	Full	2022-06-10	Flintibacter_sp_nov_DSM110149	RWTH Aachen University Hospital	GCA_943192995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/192/995/GCF_943192995.1_Flintibacter_sp_nov_DSM110149	na	assembly from type material	na        	haploid	bacteria	4522258	4522258	56.0	0	126	126	NCBI RefSeq	GCF_943192995.1-RS_2024_04_01	2024-04-01	4748	4513	72	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Flintibacter				Eubacteriales incertae sedis											
GCF_036625285.1	PRJNA224116	SAMN38069408	JAZKUC000000000.1	reference genome	2954381	2954381	Candidatus Accumulibacter contiguus	na	UW17	latest	Contig	Major	Full	2024-02-14	ASM3662528v1	University of Wisconsin-Madison	GCA_036625285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/625/285/GCF_036625285.1_ASM3662528v1	derived from metagenome	na	na        	haploid	bacteria	5500985	5500985	61.5	0	3	3	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-16	5203	4865	57	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria			Candidatus Accumulibacter				Betaproteobacteria incertae sedis											
GCF_025567445.1	PRJNA224116	SAMN30962702	JAOQKK000000000.1	reference genome	2981623	2981623	Suonthocola fibrivorans	strain=Sanger_33	na	latest	Scaffold	Major	Full	2022-10-04	ASM2556744v1	UniKlinik RWTH Aachen	GCA_025567445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/567/445/GCF_025567445.1_ASM2556744v1	na	assembly from type material	na        	haploid	bacteria	5880143	5871594	49.0	0	121	121	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-29	5113	5001	71	na																						
GCF_025567085.1	PRJNA224116	SAMN30962679	JAOQJN000000000.1	reference genome	2981720	2981720	Bovifimicola ammoniilytica	strain=Sanger_97	na	latest	Scaffold	Major	Full	2022-10-04	ASM2556708v1	UniKlinik RWTH Aachen	GCA_025567085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/567/085/GCF_025567085.1_ASM2556708v1	na	assembly from type material	na        	haploid	bacteria	3027291	3025029	34.0	0	26	26	NCBI RefSeq	GCF_025567085.1-RS_2024_10_25	2024-10-25	2787	2682	56	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Bovifimicola				Eubacteriales incertae sedis											
