Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination	superkingdom	kingdom	phylum	class	order	family	genus	species	domain
GCF_040096185.1	ASM4009618v1	Faecousia intestinalis	3133167	OK		GCF_040096185.1-RS_2024_07_07	2980004		Contig	2024-06-07	JBBMFF01	22302			Illumina MiSeq	RWTH Aachen University Hospital	PRJNA996881	SAMN40466812	2894	2772	67.0	assembly from type material	Ruminococcaceae	92.24	2.17	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecousia		
GCF_900241015.1	PRJEB21372_v2	Metaprevotella massiliensis	1870999	OK		GCF_900241015.1-RS_2024_10_22	185014		Scaffold	2018-01-02	OESU01	21675	93329.0	16.0		URMITE	PRJEB21372	SAMEA104418373	183	160	20.0	assembly from type material	Prevotellaceae	1.34		Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Metaprevotella		
GCF_025403375.1	ASM2540337v1	Frankia gtarii	2950102	OK		GCF_025403375.1-RS_2024_08_02	7399988		Contig	2022-09-26	JAMPTM01	21644			Illumina HiSeq	Leibniz Institute DSMZ German Collection of Microorganisms and Cell Cultures, Braunschweig, Germany	PRJNA844186	SAMN28795899	6592	6149	391.0	assembly from type material	Frankia	98.55	1.4	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia		
GCF_001700515.1	ASM170051v1	Streptomyces lushanensis	1434255	OK		GCF_001700515.1-RS_2024_05_02	7542112		Scaffold	2016-08-05	MAUD01	21630	21630.0	732.0	Illumina MiSeq	USDA/ARS/NCAUR	PRJNA293375	SAMN05326726	6758	6263	429.0	assembly from type material	Streptomyces	94.98	0.69	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_014180685.1	ASM1418068v1	Nocardioides pelophilus	2172019	OK		GCF_014180685.1-RS_2024_09_29	4640730		Scaffold	2020-08-13	JACEHF01	21608	21872.0	344.0	Illumina HiSeq	State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan	PRJNA646887	SAMN15567588	4726	4528	141.0	assembly from type material	Nocardioides	93.36	0.61	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides		
GCF_014268615.1	ASM1426861v1	Pseudomonas tehranensis	2745502	OK		GCF_014268615.1-RS_2024_07_22	5993891		Contig	2020-08-23	JABWQV01	21387			Illumina	KU Leuven	PRJNA639797	SAMN15248340	5493	5364	72.0	assembly from type material	Pseudomonas	99.61	0.11	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
GCF_002148965.1	ASM214896v1	Streptomyces swartbergensis	487165	OK		GCF_002148965.1-RS_2024_04_22	9204779		Scaffold	2017-05-18	NGFN01	21344	21344.0	870.0	Illumina MiSeq	Cape Peninsula University of Technology	PRJNA386254	SAMN06928588	8992	8253	640.0	assembly from type material	Streptomyces	97.92	0.04	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_003585935.1	ASM358593v1	Psittacicella hinzii	2028575	OK		GCF_003585935.1-RS_2024_05_04	2475825		Contig	2018-09-20	NRJG01	21268			Illumina HiSeq; Illumina MiSeq	University of Copenhagen	PRJNA398326	SAMN07514358	1660	1587	33.0	assembly from type material	Pasteurellales	68.49	1.86	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Psittacicellaceae	Psittacicella		
GCF_001647025.1	EnAtr_2.0	Endozoicomonas atrinae	1333660	OK		GCF_001647025.1-RS_2024_03_27	6687418		Scaffold	2016-08-14	LUKQ02	21158	21158.0	980.0	Illumina MiSeq	Aarhus University	PRJNA292506	SAMN03978955	6479	6034	344.0	assembly from type material	Oceanospirillales	99.34	3.97	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas		
GCF_018854495.1	ASM1885449v1	Acidithiobacillus ferruginosus	3063951	OK		GCF_018854495.1-RS_2024_07_29	3011393		Contig	2021-06-11	JABBDR01	21030			Illumina MiSeq	Fundacion Ciencia y Vida	PRJNA623669	SAMN14556242	3262	3096	114.0	assembly from type material	Acidithiobacillus	97.72	2.45	Bacteria	Pseudomonadati	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus		
GCF_002155915.1	ASM215591v1	Streptomyces thermovulgaris	1934	Inconclusive		GCF_002155915.1-RS_2024_05_03	6021617		Scaffold	2017-05-22	MUME01	20625	21010.0	595.0	Illumina MiSeq	USDA/ARS/NCAUR	PRJNA293375	SAMN06291438	5555	5107	373.0	assembly from type material	Streptomyces	95.45	1.1	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_012033735.1	ASM1203373v1	Streptomyces lonarensis	700599	OK		GCF_012033735.1-RS_2024_09_29	5954074		Scaffold	2020-04-05	JAAVJD01	20580	20985.0	482.0	Illumina NextSeq	Southern Oregon Univeristy	PRJNA615191	SAMN14448297	5149	4882	196.0	assembly from type material	Streptomyces	94.85	0.28	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_001419745.1	ASM141974v1	Streptomyces silaceus	545123	Inconclusive		GCF_001419745.1-RS_2024_04_21	8744139		Scaffold	2015-10-29	LIRJ01	20483	20506.0	732.0	Illumina MiSeq	USDA/ARS/NCAUR	PRJNA293375	SAMN04004092	8059	7586	399.0	assembly from type material	Streptomyces	97.1	2.08	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_030519285.1	ASM3051928v1	Mycolicibacterium arseniciresistens	3062257	OK		GCF_030519285.1-RS_2024_12_09	6212204		Contig	2023-07-23	JAUMSQ01	20474			Illumina	Kunming University	PRJNA994868	SAMN36451562	6351	5990	307.0	assembly from type material	Mycobacteriaceae	98.13	1.79	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium		
GCF_003612125.1	ASM361212v1	Corallococcus praedator	2316724	OK		GCF_003612125.1-RS_2024_08_07	10510652		Contig	2018-10-04	RAWI01	20241			Illumina HiSeq	Aberystwyth University	PRJNA490141	SAMN10026038	8995	8536	395.0	assembly from type material	Myxococcaceae	98.04	4.52	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus		
GCF_012034385.1	ASM1203438v1	Streptomyces spiramenti	2720606	OK		GCF_012034385.1-RS_2024_03_28	5708881		Scaffold	2020-04-05	JAAVJB01	19934	20130.0	474.0	Illumina NextSeq	Southern Oregon Univeristy	PRJNA615048	SAMN14445373	4869	4583	219.0	assembly from type material	Streptomyces	94.26		Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_001047075.2	ASM104707v2	Fructobacillus ficulneus	157463	OK		GCF_001047075.2-RS_2024_12_09	1552198		Scaffold	2015-06-25	BBXQ01	19924	226528.0	28.0	Illumina Genome Analyzer II	Faculty of Bioindustry, Tokyo University of Agriculture	PRJDB3977	SAMD00031991	1600	1502	45.0	assembly from type material	Lactobacillaceae	91.46	1.17	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus		
GCF_002211445.1	ASM221144v1	Noviherbaspirillum denitrificans	1968433	OK		GCF_002211445.1-RS_2024_03_19	5798956		Scaffold	2017-06-29	LSTO01	19814	4847656.0	49.0	Illumina MiSeq	University of Minnesota	PRJNA312536	SAMN04498912	5756	5524	171.0	assembly from type material	Oxalobacteraceae	97.51	2.02	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum		
GCF_001046855.1	ASM104685v1	Nostocoides japonicum T1-X7	1194083	Inconclusive		GCF_001046855.1-RS_2024_12_09	5162321		Scaffold	2014-07-25	CAJB01	19766	5162321.0	1.0		Department of Biotechnology, Chemistry and Environmental Engineering, Aalborg University	PRJEB36	SAMEA3146271	4724	4530	138.0	assembly from type material	Intrasporangiaceae	96.11	9.05	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Nostocoides	Nostocoides japonicum	
GCF_003236335.1	ASM323633v1	Micromonospora deserti	2070366	OK		GCF_003236335.1-RS_2024_08_05	6720287		Contig	2018-06-18	POUB01	19655			Illumina HiSeq	Ondokuz Mayis University	PRJNA429093	SAMN08329198	6436	6023	352.0	assembly from type material	Micromonospora	93.77	8.0	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora		
GCF_001400515.1	PmlICMP6289	Pseudomonas meliae	86176	OK		GCF_001400515.1-RS_2024_12_11	5097969		Scaffold	2015-10-20	LJQT01	19392	25657.0	504.0	Illumina MiSeq	University of Toronto	PRJNA292453	SAMN03976274	4875	4368	459.0	assembly from type material	Pseudomonas	95.17	0.14	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
GCF_039531005.1	ASM3953100v1	Streptomyces synnematoformans	415721	OK		GCF_039531005.1-RS_2024_05_10	8007711		Scaffold	2024-02-23	BAAAPF01	19363	19558.0	781.0	MGISEQ-2000	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00645265	7530	6958	507.0	assembly from type material	Streptomyces	98.77	0.44	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_002155975.1	ASM215597v1	Amycolatopsis kentuckyensis	218823	OK		GCF_002155975.1-RS_2024_06_30	10183912		Scaffold	2017-05-22	MUMI01	19188	19672.0	916.0	Illumina MiSeq	USDA/ARS/NCAUR	PRJNA369760	SAMN06294975	9932	9479	393.0	assembly from type material	Amycolatopsis	96.22	0.86	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis		
GCF_000963695.1	Methcu1.0	Methylocucumis oryzae	1632867	OK		GCF_000963695.1-RS_2024_08_06	4583097		Contig	2015-03-26	LAJX01	19087			IonTorrent	Agharkar Research Institute	PRJNA278928	SAMN03435121	5207	4641	514.0	assembly from type material	Methylococcaceae	69.81	3.54	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocucumis		
GCF_022229015.1	ASM2222901v1	Micromonospora foliorum	2911210	OK		GCF_022229015.1-RS_2024_08_29	6846315		Contig	2022-02-15	JAKKFF01	19082			Illumina MiSeq	Universidad de Salamanca	PRJNA798208	SAMN25050331	6705	6289	362.0	assembly from type material	Micromonospora	92.76	2.63	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora		
GCF_003574485.1	ASM357448v1	Facilibium subflavum	2219058	OK		GCF_003574485.1-RS_2024_12_11	2871084		Scaffold	2018-09-18	QLIT01	18708	18708.0	378.0	Illumina	Tradictional Chinese medicine Univeisity of Guangzhou	PRJNA475172	SAMN09381170	2860	2715	98.0	assembly from type material	Thiotrichales	98.41	2.19	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Fastidiosibacteraceae	Facilibium		
GCF_009829685.1	ASM982968v1	Cellulomonas citrea	1909423	OK		GCF_009829685.1-RS_2024_08_05	3397365		Contig	2020-01-03	VWSD01	18557			Illumina MiSeq	Mokwon University, Korea	PRJNA565129	SAMN12734870	3415	3202	159.0	assembly from type material	Cellulomonas	89.36	2.67	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas		
GCF_002921145.1	ASM292114v1	Avibacterium endocarditidis	380674	OK		GCF_002921145.1-RS_2024_05_03	2256796		Scaffold	2018-02-07	PQVI01	18379	18762.0	161.0	454	University of Copenhagen	PRJNA432493	SAMN08450128	2365	1847	475.0	assembly from type material	Pasteurellaceae	73.88	0.89	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium		
GCF_009711525.1	ASM971152v1	Fulvivirga lutimaris	1819566	OK		GCF_009711525.1-RS_2024_05_05	4858936		Scaffold	2019-11-27	SMLV01	18309	22940.0	436.0	Illumina MiniSeq	UPEI	PRJNA523378	SAMN10974938	4308	4217	56.0	assembly from type material	Cytophagales	99.09	0.3	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Fulvivirga		
GCF_004305975.1	ASM430597v1	Streptomyces otsuchiensis	2681388	OK		GCF_004305975.1-RS_2024_08_03	6150387		Scaffold	2019-01-17	BHZI01	18258	18370.0	752.0	Illumina MiSeq	Applied Microbiology, Department of Marine Biosciences, Tokyo University of Marine Science and Technology	PRJDB7586	SAMD00147322	5345	5047	229.0	assembly from type material	Streptomyces	94.85	0.6	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_042678745.1	ASM4267874v1	Pontibacter rugosus	1745966	OK		GCF_042678745.1-RS_2024_10_07	5131500		Scaffold	2024-10-06	JBHTLD01	18075	18075.0	600.0	Illumina MiSeq	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43284352	4537	4434	51.0	assembly from type material	Pontibacter	92.41	10.03	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter		
GCF_018883605.1	ASM1888360v1	Streptomyces niphimycinicus	2842201	OK		GCF_018883605.1-RS_2024_08_29	10915148	1.0	Scaffold	2021-06-14	JAHLEM01	17460	17460.0	1379.0	Illumina HiSeq	Guangxi Academy of Science	PRJNA735017	SAMN19553583	10098	9233	784.0	assembly from type material	Streptomyces	99.24	2.78	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_001418575.1	ASM141857v1	Peterkaempfera griseoplana	66896	OK		GCF_001418575.1-RS_2024_12_09	8245423		Scaffold	2015-10-28	LIQR01	17457	17726.0	802.0	Illumina MiSeq	USDA/ARS/NCAUR	PRJNA293375	SAMN04003996	7599	7109	419.0	assembly from type material	Streptomycetaceae	95.19	1.23	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Peterkaempfera		
GCF_012912135.1	ASM1291213v1	Brasilonema bromeliae SPC951	385972	Inconclusive		GCF_012912135.1-RS_2024_08_07	6257395		Scaffold	2020-04-27	QMEB01	17374	20812.0	447.0	Illumina HiSeq	Sao Paulo State University (UNESP)	PRJNA477356	SAMN09468270	5713	5373	285.0	assembly from type material	Nostocales	88.52	2.61	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae	Brasilonema	Brasilonema bromeliae	
GCF_902806485.1	AiOr	Candidatus Frankia alpina	2699483	OK		GCF_902806485.1-RS_2024_03_13	5504816		Contig	2020-02-18	CADCWT01	17359				UMR5557	PRJEB30935	SAMEA5240948	5329	4800	479.0	assembly from type material	Frankia	92.88	1.4	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia		
GCF_001368795.1	Paenibacillus reamassiliensis	Paenibacillus ihuae	1232431	OK		GCF_001368795.1-RS_2024_04_29	6725359		Scaffold	2015-04-22	CTED01	17249	4295883.0	13.0		URMITE	PRJEB549	SAMEA3307865	6524	6098	357.0	assembly from type material	Paenibacillus	93.52	2.43	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		
GCF_001906585.1	ASM190658v1	Streptomyces kebangsaanensis	864058	OK		GCF_001906585.1-RS_2024_12_09	8244886		Scaffold	2016-12-16	JUJA01	17211	110055.0	170.0	Illumina HiSeq	The National University of Malaysia	PRJNA269542	SAMN03254380	8153	7266	805.0	assembly from type material	Streptomyces	96.22	1.68	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_000308315.1	ASM30831v1	Legionella tunisiensis	1034944	OK		GCF_000308315.1-RS_2024_12_13	3374751		Contig	2012-08-02	CALJ01	17203				ebi	PRJEB109	SAMEA2271965	4243	3456	745.0	assembly from type material	Legionella	62.16	0.7	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		
GCF_009377205.1	ASM937720v1	Streptomyces phyllanthi	1803180	OK		GCF_009377205.1-RS_2024_12_09	10267250		Contig	2019-10-28	VJZE01	17201			Illumina HiSeq	Kasetsart University	PRJNA553619	SAMN12240910	9240	8729	426.0	assembly from type material	Streptomyces	98.77	1.83	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_002891435.1	ASM289143v1	Streptomyces cahuitamycinicus	2070367	OK		GCF_002891435.1-RS_2024_08_07	9035421		Contig	2018-01-17	POUC01	17129			Illumina HiSeq	Ondokuz Mayis University	PRJNA429094	SAMN08329200	8825	8119	621.0	assembly from type material	Streptomyces	99.4	1.04	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_003574345.1	ASM357434v1	Calidithermus terrae	1408545	OK		GCF_003574345.1-RS_2024_03_28	4432248		Contig	2018-09-18	QXDL01	16953			Illumina MiSeq	Biocant	PRJNA487722	SAMN09908329	4379	4167	144.0	assembly from type material	Thermaceae	98.16	1.55	Bacteria	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	Calidithermus		
GCF_009908195.1	ASM990819v1	Streptomyces boluensis	1775135	OK		GCF_009908195.1-RS_2024_09_29	8247588		Contig	2020-01-20	JAAAHS01	16908			Illumina HiSeq	Ondokuz Mayis University	PRJNA600811	SAMN13831660	7692	7341	271.0	assembly from type material	Streptomyces	98.77	0.93	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_000438455.1	Nosocomiicoccus_NP2_v1	Nosocomiicoccus massiliensis	1232430	OK		GCF_000438455.1-RS_2024_03_21	1509734		Contig	2013-07-03	CAVG01	16847				ebi	PRJEB644	SAMEA2272510	1652	1562	43.0	assembly from type material	Staphylococcaceae	76.25	0.71	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus		
GCF_012033785.1	ASM1203378v1	Streptomyces bohaiensis	1431344	OK		GCF_012033785.1-RS_2024_09_29	5631806		Scaffold	2020-04-05	JAAVJC01	16815	17710.0	547.0	Illumina NextSeq	Southern Oregon Univeristy	PRJNA615187	SAMN14448217	4949	4637	240.0	assembly from type material	Streptomyces	92.14	0.47	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_009906795.1	ASM990679v1	Kineococcus siccus	2696567	OK		GCF_009906795.1-RS_2024_03_29	4580277		Scaffold	2020-01-19	JAAALN01	16762	16984.0	495.0	Illumina MiSeq	Institute for Integrative Systems Biology (University of Valencia-CSIC)	PRJNA599552	SAMN13758280	4440	4324	63.0	assembly from type material	Actinobacteria	99.5		Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus		
GCF_001945525.1	ASM194552v1	Ileibacterium valens	1862668	OK		GCF_001945525.1-RS_2024_12_13	2740565		Contig	2017-01-11	MPJW01	16713			Illumina MiSeq	Brigham and Women's Hospital	PRJNA353002	SAMN06007747	2561	2424	39.0	assembly from type material	Erysipelotrichaceae	94.48	2.32	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium		
GCF_000576575.1	genome	Intrasporangium chromatireducens Q5-1	584657	OK		GCF_000576575.1-RS_2024_03_28	4804251		Contig	2014-02-24	AWQS01	16630			Illumina HiSeq	Huazhong Agricultural University	PRJNA215130	SAMN02952954	4736	4540	143.0	assembly from type material	Intrasporangiaceae	98.32	5.72	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium	Intrasporangium chromatireducens	
GCF_009873615.1	ASM987361v1	Photobacterium lucens	2562949	OK		GCF_009873615.1-RS_2024_10_16	4511596		Scaffold	2020-01-14	SSMG01	16597	17109.0	494.0	Illumina MiniSeq	CIAD, A.C.	PRJNA530226	SAMN11308631	4107	3974	44.0	assembly from type material	Photobacterium	98.72	0.68	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium		
GCF_008274655.1	ASM827465v1	Cognatilysobacter lacus	1643323	Inconclusive		GCF_008274655.1-RS_2024_05_06	2855702		Contig	2019-09-04	VTRV01	16358			Illumina HiSeq	Hankyong National University	PRJNA560749	SAMN12598944	2884	2728	105.0	assembly from type material	Lysobacter	86.83	5.6	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Cognatilysobacter		
GCF_003236385.1	ASM323638v1	Spongiactinospora gelatinilytica	2666298	OK		GCF_003236385.1-RS_2024_08_01	8049107		Contig	2018-06-18	POUA01	16101			Illumina HiSeq	Ondokuz Mayis University	PRJNA429092	SAMN08329197	8162	7725	368.0	assembly from type material	Streptosporangiaceae	76.24	8.25	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Spongiactinospora		
GCF_030586975.1	ASM3058697v1	Candidatus Phytoplasma gossypii	2982629	Inconclusive		GCF_030586975.1-RS_2024_03_31	639459		Scaffold	2023-08-02	JAOSIT01	15975	15975.0	81.0	Illumina NovaSeq	Agriculture Victoria	PRJNA884151	SAMN31013013	609	504	72.0	assembly from type material	Candidatus Phytoplasma	83.9	1.1	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma		
GCF_030586845.1	ASM3058684v1	Candidatus Phytoplasma bonamiae	2982626	Inconclusive		GCF_030586845.1-RS_2024_03_31	574701		Scaffold	2023-08-02	JAOSIQ01	15953	17557.0	59.0	Illumina NovaSeq	Agriculture Victoria	PRJNA884151	SAMN31013016	530	475	25.0	assembly from type material	Candidatus Phytoplasma	81.27	0.23	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma		
GCF_004794175.1	ASM479417v1	Streptomyces rhizosphaericola	2564098	OK		GCF_004794175.1-RS_2024_03_29	7213159		Contig	2019-04-14	SRZK01	15942			Illumina MiSeq	Embrapa Environment	PRJNA531142	SAMN11349922	6649	6154	423.0	assembly from type material	Streptomyces	99.34	1.3	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_900323515.1	KPC-SM-21	Acinetobacter stercoris	2126983	OK		GCF_900323515.1-RS_2024_12_09	4164616		Contig	2018-05-16	OOGT01	15905				JLU	PRJEB25537	SAMEA104715460	4023	3843	102.0	assembly from type material	Acinetobacter	99.94	1.33	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter		
GCF_010894475.1	ASM1089447v1	Myxococcus vastator	2709664	OK		GCF_010894475.1-RS_2024_08_27	8990913		Contig	2020-02-21	JAAIYB01	15871			Illumina HiSeq	Aberystwyth University	PRJNA606434	SAMN14091212	7753	7353	331.0	assembly from type material	Myxococcaceae	98.07	3.36	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus		
GCF_000603945.1	genome	Actinotalea ferrariae CF5-4	948458	Inconclusive		GCF_000603945.1-RS_2024_05_02	3987077		Contig	2014-03-28	AXCW01	15849			Illumina HiSeq	Huazhong Agricultural University	PRJNA215136	SAMN02690685	3947	3726	166.0	assembly from type material	Cellulomonadaceae	94.83	6.06	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Actinotalea	Actinotalea ferrariae	
